food_name,cal_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,sugar_per_100g,fiber_per_100g,sodium_per_100g,satfat_per_100g,matched
to dashes bitters,19.0,0.84,0.18,4.32,1.95,2.0,6.0,0.014,yes
to fat garlic clove,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
to finely chives,30.0,3.27,0.73,4.35,1.85,2.5,3.0,0.146,yes
to ginger,80.0,1.82,0.75,17.8,1.7,2.0,13.0,0.203,yes
to hamburger buns,264.0,12.9,10.1,30.3,6.03,1.3,494.0,3.5,yes
to honey or maple syrup,260.0,0.04,0.06,67.0,60.5,0.0,12.0,0.007,yes
to ice water,29.0,2.19,0.23,4.51,2.89,0.8,61.0,0.164,yes
to lemon juice,22.0,0.35,0.24,6.9,2.52,0.3,1.0,0.04,yes
to lemons,17.0,0.47,0.07,5.66,1.59,0.7,26.0,0.027,yes
to lime juice,25.0,0.42,0.07,8.42,1.69,0.4,2.0,0.008,yes
to maple syrup,260.0,0.04,0.06,67.0,60.5,0.0,12.0,0.007,yes
to medjool dates,282.0,2.45,0.39,75.0,63.4,8.0,2.0,0.032,yes
to mild chili powder,282.0,13.5,14.3,49.7,7.19,34.8,2870.0,2.46,yes
to mild dried red chili or paprika,282.0,14.1,12.9,54.0,10.3,34.9,68.0,2.14,yes
to of water,384.0,7.14,7.14,72.8,0.0,7.1,571.0,0.0,yes
to olive oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.4,yes
to olive oil or butter,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.4,yes
to orange juice,45.0,0.6,0.3,10.2,8.26,0.1,0.0,0.035,yes
to pieces country ham,342.0,9.83,1.58,75.9,0.71,4.6,1800.0,0.23,yes
to radishes,16.0,0.68,0.1,3.4,1.86,1.6,39.0,0.032,yes
to raw organic honey,69.0,1.5,0.1,17.6,8.55,5.3,20.0,0.014,yes
to red chiles,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
to red curry paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
to red pepper,26.0,0.99,0.3,6.03,4.2,2.1,4.0,0.059,yes
to salt,717.0,0.85,81.1,0.06,0.06,0.0,643.0,51.4,yes
to salted butter,717.0,0.85,81.1,0.06,0.06,0.0,643.0,51.4,yes
to serranos or jalape o pepper,32.0,1.74,0.44,6.7,3.83,3.7,10.0,0.059,yes
to shiitake mushrooms,296.0,9.58,0.99,75.4,2.21,11.5,13.0,0.225,yes
to shrimp,99.0,24.0,0.28,0.2,0.0,0.0,111.0,0.056,yes
to tomato,302.0,12.9,0.44,74.7,43.9,16.5,134.0,0.062,yes
to unbleached all-purpose flour,364.0,10.3,0.98,76.3,0.27,2.7,2.0,0.155,yes
to unsweetened vanilla,34.0,2.62,0.85,3.85,0.41,0.6,63.0,0.078,yes
to up toasted sesame seed oil,565.0,17.0,48.0,25.7,0.0,14.0,11.0,6.72,yes
to vegan kaiser rolls or sesame buns,293.0,9.9,4.3,52.7,1.77,2.3,544.0,0.606,yes
to vegetable broth,6.0,0.23,0.07,1.02,0.57,0.0,303.0,0.031,yes
to very cold water,53.0,2.47,1.65,7.82,6.58,0.4,58.0,0.206,yes
to water,384.0,7.14,7.14,72.8,0.0,7.1,571.0,0.0,yes
to white pepper,296.0,10.4,2.12,68.6,0.0,26.2,5.0,0.626,yes
to worcestershire sauce,77.0,0.0,0.0,19.2,10.0,0.0,1300.0,0.0,yes
toasted almonds,315.0,10.5,6.6,52.6,1.94,2.5,417.0,1.62,yes
toasted corianderseeds,315.0,10.5,6.6,52.6,1.94,2.5,417.0,1.62,yes
toasted fennel seeds,345.0,15.8,14.9,52.3,0.0,39.8,88.0,0.48,yes
toasted flaked sweetened coconut,443.0,3.35,31.7,40.9,0.0,4.5,20.0,28.1,yes
toasted hazelnut,884.0,0.0,100.0,0.0,0.0,0.0,0.0,7.4,yes
toasted mustard seeds,508.0,26.1,36.2,28.1,6.79,12.2,13.0,1.99,yes
toasted or black sesame seeds,565.0,17.0,48.0,25.7,0.0,14.0,11.0,6.72,yes
toasted peanut oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.4,yes
toasted pecans,691.0,9.17,72.0,13.9,3.97,9.6,0.0,6.18,yes
toasted pine nuts,673.0,13.7,68.4,13.1,3.59,3.7,2.0,4.9,yes
toasted pine nuts but delicious,673.0,13.7,68.4,13.1,3.59,3.7,2.0,4.9,yes
toasted pine nuts or walnuts,673.0,13.7,68.4,13.1,3.59,3.7,2.0,4.9,yes
toasted pistachios,560.0,20.2,45.3,27.2,7.66,10.6,1.0,5.91,yes
toasted pumpkin seeds,565.0,17.0,48.0,25.7,0.0,14.0,11.0,6.72,yes
toasted pumpkin seedsfor garnish,26.0,1.0,0.1,6.5,2.76,0.5,1.0,0.052,yes
toasted pumpkinseed kernels,619.0,17.2,56.8,20.6,0.0,11.5,613.0,5.95,yes
toasted quinoa,120.0,4.4,1.92,21.3,0.87,2.8,7.0,0.231,yes
toasted sesame oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.2,yes
toasted sesame oils,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.2,yes
toasted sesame seeds,565.0,17.0,48.0,25.7,0.0,14.0,11.0,6.72,yes
toasted sesame seeds and green onions,565.0,17.0,48.0,25.7,0.0,14.0,11.0,6.72,yes
toasted sunflower seeds,619.0,17.2,56.8,20.6,0.0,11.5,613.0,5.95,yes
toasted unsalted almonds,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
toasted unsalted pepitas,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
toasted unsweetened coconut flakes,18.0,0.22,0.0,4.24,3.92,0.0,26.0,0.0,yes
toasted unsweetened coconutflakes,64.0,1.18,0.43,15.7,10.7,5.0,1.0,0.015,yes
toasted walnuts,884.0,0.0,100.0,0.0,0.0,0.0,0.0,9.1,yes
toasted wheat germ,382.0,29.1,10.7,49.6,7.8,15.1,4.0,1.83,yes
toffee chips,541.0,3.13,30.4,63.7,59.9,1.3,317.0,18.8,yes
tofu,94.0,3.5,1.8,16.0,1.24,0.2,35.0,0.259,yes
tomatillo salsa,32.0,0.96,1.02,5.84,3.93,1.9,1.0,0.139,yes
tomatillos,32.0,0.96,1.02,5.84,3.93,1.9,1.0,0.139,yes
tomato,302.0,12.9,0.44,74.7,43.9,16.5,134.0,0.062,yes
tomato juice,16.0,0.79,0.25,3.47,2.55,1.9,115.0,0.034,yes
tomato paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
tomato paste puree,38.0,1.65,0.21,8.98,4.83,1.9,202.0,0.029,yes
tomato sauce,32.0,1.32,0.39,7.09,0.0,1.4,15.0,0.055,yes
tomato sauce and pasta,71.0,2.22,0.71,13.9,4.0,0.9,381.0,0.167,yes
tomato slices,90.0,4.37,2.38,12.7,3.17,1.6,287.0,0.791,yes
tomato-basil pasta sauces,71.0,2.22,0.71,13.9,4.0,0.9,381.0,0.167,yes
tomato-meat sauce,97.0,3.24,3.41,13.3,1.97,1.5,283.0,1.46,yes
tomatoes,302.0,12.9,0.44,74.7,43.9,16.5,134.0,0.062,yes
tomatoes or tomato paste or of crushed tomatoes,32.0,1.64,0.28,7.29,4.4,1.9,186.0,0.04,yes
tomatoespureed or puree,257.0,2.1,0.2,65.1,39.0,3.3,23.0,0.016,yes
top blade steaks,143.0,20.4,6.88,0.0,0.0,0.0,82.0,2.9,yes
top sirloin roast,182.0,28.9,7.34,0.14,0.0,0.0,349.0,2.6,yes
top sirloin steak,182.0,28.9,7.34,0.14,0.0,0.0,349.0,2.6,yes
top sirloin steaks,182.0,28.9,7.34,0.14,0.0,0.0,349.0,2.6,yes
topping,253.0,0.1,0.1,66.4,21.0,0.4,42.0,0.018,yes
toppings avocado guacamole,884.0,0.0,100.0,0.0,0.0,0.0,0.0,11.6,yes
toppings cheese,370.0,40.0,5.0,40.0,1.5,0.0,1150.0,3.11,yes
toppings lime juice,25.0,0.42,0.07,8.42,1.69,0.4,2.0,0.008,yes
toppings radishes,16.0,0.68,0.1,3.4,1.86,1.6,39.0,0.032,yes
toppings vegan sour cream,322.0,0.8,0.3,79.0,46.8,0.1,80.0,0.056,yes
torn arugula leaves,25.0,2.58,0.66,3.65,2.05,1.6,27.0,0.086,yes
torn basil,23.0,3.15,0.64,2.65,0.3,1.6,4.0,0.041,yes
torn basil leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
torn boston lettuce,13.0,1.35,0.22,2.23,0.94,1.1,5.0,0.029,yes
torn butter lettuce,17.0,1.23,0.3,3.29,1.19,2.1,8.0,0.039,yes
torn cilantro,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
torn curly kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
torn dill,12.0,0.5,0.3,2.41,1.07,1.0,809.0,0.079,yes
torn escarole,15.0,1.15,0.18,3.07,0.23,2.8,19.0,0.042,yes
torn french breadpieces,277.0,8.6,4.3,50.2,0.31,3.2,574.0,0.962,yes
torn frisee or curly endive,17.0,1.25,0.2,3.35,0.25,3.1,22.0,0.048,yes
torn kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
torn lacinato kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
torn mint,432.0,1.67,11.9,79.5,66.6,2.4,1.0,8.33,yes
torn mint leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
torn mozzarella cheese,248.0,11.5,12.2,23.7,23.7,0.0,685.0,3.71,yes
torn oregano,265.0,9.0,4.28,68.9,4.09,42.5,25.0,1.55,yes
torn pita,275.0,9.1,1.2,55.7,1.3,2.2,536.0,0.166,yes
torn radicchio,23.0,1.43,0.25,4.48,0.6,0.9,22.0,0.06,yes
torn red leaf lettuce,13.0,1.33,0.22,2.26,0.48,0.9,25.0,0.028,yes
torn romaine lettuce,17.0,1.23,0.3,3.29,1.19,2.1,8.0,0.039,yes
torn sage,315.0,10.6,12.8,60.7,1.71,40.3,11.0,7.03,yes
torn spinach,172.0,7.89,13.0,5.9,1.85,0.7,566.0,6.09,yes
torn stemmed lacinato or curly kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
torn verbena leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
tortilla chips,519.0,7.36,27.4,60.8,2.59,5.1,691.0,3.88,yes
tortillas and toppings,253.0,0.1,0.1,66.4,21.0,0.4,42.0,0.018,yes
tostadas,474.0,6.15,23.4,64.4,0.0,5.8,657.0,7.01,yes
tri tip roast,221.0,25.7,12.4,0.0,0.0,0.0,50.0,4.55,yes
tri-color bell peppers,350.0,4.32,21.5,34.9,2.17,3.2,313.0,2.17,yes
tricolor coleslaw,120.0,0.79,7.09,13.2,9.33,2.8,178.0,1.06,yes
tricolor quinoa,120.0,4.4,1.92,21.3,0.87,2.8,7.0,0.231,yes
truffle butter,327.0,11.2,28.5,6.3,0.0,0.0,807.0,10.1,yes
truffle oil,327.0,11.2,28.5,6.3,0.0,0.0,807.0,10.1,yes
truffle salt,327.0,11.2,28.5,6.3,0.0,0.0,807.0,10.1,yes
truffle saltor sea salt,327.0,11.2,28.5,6.3,0.0,0.0,807.0,10.1,yes
truffle sea salt more,327.0,11.2,28.5,6.3,0.0,0.0,807.0,10.1,yes
ts salt,717.0,0.85,81.1,0.06,0.06,0.0,643.0,51.4,yes
tsps cinnamon,253.0,7.05,5.29,44.4,14.1,3.5,388.0,0.0,yes
tsps matcha powder,250.0,3.69,0.47,79.6,0.0,44.5,10.0,0.244,yes
tt cracked black pepper,251.0,10.4,3.26,64.0,0.64,25.3,20.0,1.39,yes
tt pepper,27.0,1.66,0.45,5.35,1.95,3.4,13.0,0.048,yes
tt pink himalayan salt,149.0,9.06,0.49,27.9,0.36,5.3,238.0,0.126,yes
tub light cream cheese,136.0,3.5,10.6,7.1,0.22,0.0,83.0,6.6,yes
tub-style light cream cheese,136.0,3.5,10.6,7.1,0.22,0.0,83.0,6.6,yes
tuna,187.0,16.0,9.26,9.41,0.0,0.0,402.0,1.54,yes
tuna steaks,187.0,16.0,9.26,9.41,0.0,0.0,402.0,1.54,yes
tuna steaks or cans of tuna,198.0,29.1,8.21,0.0,0.0,0.0,416.0,1.53,yes
tupelo honey,304.0,0.3,0.0,82.4,82.1,0.2,4.0,0.0,yes
turbinado or demerara sugar,380.0,0.12,0.0,98.1,97.0,0.0,28.0,0.0,yes
turbinado or granulated sugar,387.0,0.0,0.0,100.0,99.8,0.0,1.0,0.0,yes
turbinado sugar,380.0,0.12,0.0,98.1,97.0,0.0,28.0,0.0,yes
turbinado sugar or granulated sugar,387.0,0.0,0.0,100.0,99.8,0.0,1.0,0.0,yes
turkey,209.0,11.4,16.0,4.68,2.9,0.5,1070.0,4.36,yes
turkey breast,106.0,14.8,3.77,2.2,0.91,0.0,898.0,0.906,yes
turkey breast lean,106.0,14.8,3.77,2.2,0.91,0.0,898.0,0.906,yes
turkey drumsticks and thighs,440.0,9.58,44.2,0.79,0.0,0.0,51.0,12.1,yes
turkey giblets,124.0,18.2,5.09,0.07,0.0,0.0,136.0,1.45,yes
turkeys,209.0,11.4,16.0,4.68,2.9,0.5,1070.0,4.36,yes
turkish cucumbers,10.0,0.59,0.16,2.16,1.38,0.7,2.0,0.078,yes
turmeric,312.0,9.68,3.25,67.1,3.21,22.7,27.0,1.84,yes
turmeric tahini,312.0,9.68,3.25,67.1,3.21,22.7,27.0,1.84,yes
turnip,21.0,2.46,0.19,3.39,0.0,2.4,18.0,0.032,yes
turnip greens,21.0,2.46,0.19,3.39,0.0,2.4,18.0,0.032,yes
turnips,21.0,2.46,0.19,3.39,0.0,2.4,18.0,0.032,yes
tuscan kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
two - cans salmon,153.0,20.6,7.17,0.0,0.0,0.0,433.0,1.46,yes
two - cans white beans such as cannellini,114.0,7.26,0.29,21.2,0.29,4.8,340.0,0.074,yes
udon noodles,108.0,1.79,0.2,24.0,0.03,1.0,19.0,0.023,yes
ultracreamy hummus,237.0,7.78,17.8,15.0,0.62,5.5,426.0,2.56,yes
unbaked -inch deep-dish pastry shell,468.0,5.52,28.7,46.8,0.0,1.4,353.0,8.13,yes
unbaked -inch pie shell,445.0,2.97,25.5,51.1,0.0,1.8,409.0,9.6,yes
unbleached,364.0,10.3,0.98,76.3,0.27,2.7,2.0,0.155,yes
unbleached all purpose flour,364.0,10.3,0.98,76.3,0.27,2.7,2.0,0.155,yes
unbleached all-purpose flour,364.0,10.3,0.98,76.3,0.27,2.7,2.0,0.155,yes
unbleached flour,364.0,10.3,0.98,76.3,0.27,2.7,2.0,0.155,yes
unfiltered apple cider,21.0,0.0,0.0,0.93,0.4,0.0,5.0,0.0,yes
unflavored gelatin,622.0,13.8,57.7,23.7,0.0,5.2,505.0,8.7,yes
unflavored powdered gelatin,335.0,85.6,0.1,0.0,0.0,0.0,196.0,0.07,yes
unflavored seltzer water or club soda,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,yes
unpeeled bananas,374.0,6.39,4.45,77.3,0.0,11.7,37.0,0.837,yes
unpeeled garlic cloves,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
unpeeled green or orange kabocha squash,374.0,6.39,4.45,77.3,0.0,11.7,37.0,0.837,yes
unpopped popcorn,351.0,17.7,21.7,21.2,0.0,1.0,1140.0,3.95,yes
unrefined coconut oil or mild olive oil,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
unsalted,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted almond butter,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted almonds,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted beef stock,13.0,1.97,0.09,1.2,0.54,0.0,198.0,0.035,yes
unsalted beefstock,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted black beans,341.0,21.6,1.42,62.4,2.12,15.5,5.0,0.366,yes
unsalted butter,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted butter for melting the marshmallows into a smooth mixture,520.0,25.9,34.0,35.6,9.28,5.2,540.0,5.76,yes
unsalted butter or margarine,727.0,0.31,80.3,0.77,0.0,0.0,719.0,14.2,yes
unsalted buttermelted,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted canned black beans,91.0,4.83,1.32,15.4,2.49,6.8,970.0,0.34,yes
unsalted cashews,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted chicken or vegetable stock,36.0,2.52,1.2,3.53,1.58,0.0,143.0,0.321,yes
unsalted chicken stock,36.0,2.52,1.2,3.53,1.58,0.0,143.0,0.321,yes
unsalted cold butter,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted creamy peanut butter,608.0,24.5,54.2,17.0,3.11,6.1,356.0,9.69,yes
unsalted cultured butter,198.0,2.44,19.4,4.63,3.41,0.0,31.0,10.1,yes
unsalted dry roasted peanut,587.0,24.4,49.7,21.3,4.9,8.4,410.0,7.72,yes
unsalted dry-roasted almonds,598.0,21.0,52.5,21.0,4.86,10.9,234.0,4.09,yes
unsalted dry-roasted peanut,587.0,24.4,49.7,21.3,4.9,8.4,410.0,7.72,yes
unsalted ketchup,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted peanut,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted pistachios,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted pumpkinseed kernels,884.0,0.0,100.0,0.0,0.0,0.0,0.0,6.3,yes
unsalted pumpkinsseeds,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted roasted almonds,594.0,18.2,49.9,27.9,0.0,13.7,130.0,4.73,yes
unsalted roasted cashews,574.0,15.3,46.4,32.7,5.01,3.0,640.0,9.16,yes
unsalted roasted peanut,579.0,28.0,49.0,17.4,0.0,8.9,433.0,7.56,yes
unsalted roasted peanuts,579.0,28.0,49.0,17.4,0.0,8.9,433.0,7.56,yes
unsalted sunflower seedkernels,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted toasted pumpkinsseeds,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
unsalted tomato paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
unsalted tomato sauce,32.0,1.32,0.39,7.09,0.0,1.4,15.0,0.055,yes
unsalted vegetable stock,13.0,1.97,0.09,1.2,0.54,0.0,198.0,0.035,yes
unsalted vegetables or mushroom stock,68.0,2.51,3.21,7.41,2.28,0.1,773.0,1.24,yes
unsalted whole almonds,362.0,11.1,2.6,81.3,0.0,7.7,203.0,0.56,yes
unseasoned rice vinegar,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
unsulfured molasses,290.0,0.0,0.1,74.7,74.7,0.0,37.0,0.018,yes
unsweetened,64.0,1.18,0.43,15.7,10.7,5.0,1.0,0.015,yes
unsweetened almond,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened almond milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened almond milk or non-dairy milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened almond milk or your favorite nondairy milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened almond or coconut based milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened almond or coconut milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened almond or coconut-based milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened almond or soy milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened almond soy or coconut-based milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened apple sauce,46.0,0.1,0.13,11.3,9.62,0.2,4.0,0.022,yes
unsweetened applesauce,42.0,0.17,0.1,11.3,9.39,1.1,2.0,0.008,yes
unsweetened applesauce or pumpkin puree,42.0,0.17,0.1,11.3,9.39,1.1,2.0,0.008,yes
unsweetened chocolate,472.0,12.1,47.7,36.2,0.0,18.1,12.0,25.3,yes
unsweetened chocolate almond milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened cocoa,228.0,19.6,13.7,57.9,1.75,37.0,21.0,8.07,yes
unsweetened cocoa powder,228.0,19.6,13.7,57.9,1.75,37.0,21.0,8.07,yes
unsweetened cocoa powder or raw cacao powder,228.0,19.6,13.7,57.9,1.75,37.0,21.0,8.07,yes
unsweetened cocoapowder,64.0,1.18,0.43,15.7,10.7,5.0,1.0,0.015,yes
unsweetened coconut flakes,18.0,0.22,0.0,4.24,3.92,0.0,26.0,0.0,yes
unsweetened coconutflakes,64.0,1.18,0.43,15.7,10.7,5.0,1.0,0.015,yes
unsweetened creamy peanut butter,608.0,24.5,54.2,17.0,3.11,6.1,356.0,9.69,yes
unsweetened dark cocoa,228.0,19.6,13.7,57.9,1.75,37.0,21.0,8.07,yes
unsweetened dutch-processed cocoa powder,220.0,18.1,13.1,58.3,1.76,29.8,19.0,7.76,yes
unsweetened flaked coconut,18.0,0.22,0.0,4.24,3.92,0.0,26.0,0.0,yes
unsweetened frozen apple juiceconcentrate,64.0,1.18,0.43,15.7,10.7,5.0,1.0,0.015,yes
unsweetened non-dairy milk,47.0,0.28,0.97,9.17,5.28,0.3,39.0,0.0,yes
unsweetened nondairy milk,47.0,0.28,0.97,9.17,5.28,0.3,39.0,0.0,yes
unsweetened pink grapefruit juice,39.0,0.5,0.1,9.2,0.0,0.0,1.0,0.014,yes
unsweetened plain almond milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened plant milk,47.0,0.28,0.97,9.17,5.28,0.3,39.0,0.0,yes
unsweetened pomegranate juice,54.0,0.15,0.29,13.1,12.6,0.1,9.0,0.077,yes
unsweetened refrigerated coconut milk,47.0,0.28,0.97,9.17,5.28,0.3,39.0,0.0,yes
unsweetened shredded coconut,18.0,0.22,0.0,4.24,3.92,0.0,26.0,0.0,yes
unsweetened soy milk,46.0,1.6,2.0,5.3,5.3,0.0,55.0,0.254,yes
unsweetened soy milk or almond milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened soy or almond milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened vanilla almond milk,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
unsweetened vanilla soy milk,46.0,1.6,2.0,5.3,5.3,0.0,55.0,0.254,yes
untoasted sesame oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.2,yes
untoasted wheat germ,884.0,0.0,100.0,0.0,0.0,0.0,0.0,18.8,yes
usukuchi shoyu,53.0,8.14,0.57,4.93,0.4,0.8,5490.0,0.073,yes
vanilla,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
vanilla almond,38.0,0.42,1.04,6.59,6.25,0.4,63.0,0.0,yes
vanilla bean,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
vanilla bean paste or extract,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
vanilla bean paste or vanilla extract,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
vanilla bean pod,88.0,7.92,0.73,17.6,9.21,7.5,25.0,0.118,yes
vanilla buttercream,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
vanilla extract,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
vanilla fat-free frozen yogurt,85.0,4.93,1.25,13.8,13.8,0.0,66.0,0.806,yes
vanilla fat-free ice cream,138.0,4.48,0.0,30.1,6.3,1.0,97.0,0.0,yes
vanilla fat-free yogurt,85.0,4.93,1.25,13.8,13.8,0.0,66.0,0.806,yes
vanilla frozen yogurt,159.0,4.0,5.6,24.2,24.0,0.0,87.0,3.42,yes
vanilla ice cream,207.0,3.5,11.0,23.6,21.2,0.7,80.0,6.79,yes
vanilla low-fat frozen yogurt,85.0,4.93,1.25,13.8,13.8,0.0,66.0,0.806,yes
vanilla low-fat ice cream,138.0,4.48,0.0,30.1,6.3,1.0,97.0,0.0,yes
vanilla low-fat yogurt,85.0,4.93,1.25,13.8,13.8,0.0,66.0,0.806,yes
vanilla meringue cookies,268.0,1.5,8.7,47.2,23.9,1.2,172.0,1.77,yes
vanilla nonfat frozen yogurt,78.0,8.64,0.18,10.4,9.54,0.5,34.0,0.133,yes
vanilla or plain almond soy or coconut-based yogurt,66.0,2.64,1.76,9.69,5.29,0.4,13.0,0.22,yes
vanilla protein powder of choice,388.0,55.6,5.56,28.9,22.2,6.7,733.0,1.11,yes
vanilla reduced-fat greek yogurt,95.0,8.64,2.5,9.54,9.54,0.0,40.0,1.46,yes
vanilla reduced-fat ice cream,162.0,4.24,4.86,26.4,19.5,0.1,67.0,2.41,yes
vanilla soy milk,46.0,1.6,2.0,5.3,5.3,0.0,55.0,0.254,yes
vanilla soy yogurt,79.0,2.64,1.76,13.7,10.6,0.4,13.0,0.22,yes
vanilla wafers,455.0,4.9,16.4,72.6,35.1,1.6,325.0,4.24,yes
vanilla whole-milk yogurt,61.0,3.47,3.25,4.66,4.66,0.0,46.0,2.1,yes
variation of -minute tarte tatin,372.0,3.99,5.99,76.8,4.87,1.5,361.0,1.39,yes
variation of all-purpose cornbread,364.0,10.3,0.98,76.3,0.27,2.7,2.0,0.155,yes
variation of almond biscotti,579.0,21.2,49.9,21.6,4.35,12.5,1.0,3.8,yes
variation of almond granola with dried fruit,495.0,7.7,25.5,62.0,0.0,4.8,256.0,12.5,yes
variation of apple upside-down cake,319.0,3.5,12.1,50.5,0.0,0.8,319.0,2.92,yes
variation of baked bread stuffing with sausage,386.0,11.0,3.4,76.2,8.27,3.2,1400.0,0.845,yes
variation of barbecued pulled chicken,168.0,13.2,4.42,18.7,15.2,1.2,666.0,1.42,yes
variation of basic single-crust pie dough,484.0,6.08,22.4,64.5,26.3,2.7,503.0,4.72,yes
variation of beets with lemon and almonds,43.0,1.61,0.17,9.56,6.76,2.8,78.0,0.027,yes
variation of big and chewy oatmeal-raisin cookies,441.0,5.86,15.8,69.0,33.1,3.3,322.0,5.44,yes
variation of braised red potatoes with lemon and chives,30.0,3.27,0.73,4.35,1.85,2.5,3.0,0.146,yes
variation of breaded chicken cutlets,234.0,21.3,12.8,8.51,0.0,4.3,400.0,1.13,yes
variation of classic apple pie,100.0,0.1,0.1,26.1,13.8,1.0,47.0,0.0,yes
variation of classic tuna salad,187.0,16.0,9.26,9.41,0.0,0.0,402.0,1.54,yes
variation of corn muffins,305.0,5.9,8.4,51.0,17.8,3.4,385.0,1.35,yes
variation of cr pes with sugar and lemon,16.0,1.2,0.2,3.23,1.41,1.2,9.0,0.043,yes
variation of cranberry chutney with apples and crystallized ginger,63.0,0.0,0.11,15.8,14.5,0.0,2.0,0.013,yes
variation of crispy-skinned chicken breasts with vinegar-pepper pan sauce,268.0,21.2,16.6,8.47,0.0,0.0,607.0,3.54,yes
variation of dark chocolate mousse,225.0,4.14,16.0,16.1,14.8,0.6,38.0,9.15,yes
variation of easy salmon cakes,902.0,0.0,100.0,0.0,0.0,0.0,0.0,19.9,yes
variation of frozen yogurt,131.0,3.0,3.6,21.6,19.2,2.3,63.0,2.27,yes
variation of fruit tart with pastry cream,388.0,4.2,9.95,70.3,26.1,1.0,334.0,3.62,yes
